index,小区名称,所在区域,总价,总价单位,单价,单价单位,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限
67,手帕口西一巷,西城 广安门 二至三环,480,万,92718,元/平米,1980年建/板楼,2室1厅1厨1卫,底层 (共5层),51.77㎡,南 北,简装,一梯三户,无,70年
68,远见名苑,西城 广安门 二至三环,550,万,100256,元/平米,2004年建/塔楼,1室1厅1厨1卫,低楼层 (共26层),54.86㎡,北,精装,三梯十四户,有,70年
69,前桃园1号,西城 西直门 二环内,666,万,114630,元/平米,1984年建/板楼,2室1厅1厨1卫,中楼层 (共6层),58.1㎡,南 北,简装,一梯两户,无,70年
70,榆树馆西里,西城 车公庄 二至三环,665,万,115653,元/平米,1983年建/板楼,2室1厅1厨1卫,中楼层 (共6层),57.5㎡,南 北,简装,一梯三户,无,70年
71,红莲中里,西城 马连道 二至三环,410,万,94124,元/平米,1988年建/塔楼,1室1厅1厨1卫,低楼层 (共16层),43.56㎡,南,简装,两梯九户,有,70年
72,新风北街,西城 马甸 二至三环,895,万,149666,元/平米,1984年建/板楼,3室1厅1厨1卫,中楼层 (共6层),59.8㎡,南 北,简装,一梯三户,无,70年
73,双槐里,西城 牛街 二环内,515,万,116358,元/平米,1990年建/板楼,1室1厅1厨1卫,中楼层 (共6层),44.26㎡,东,简装,一梯十七户,无,70年
74,似海怡家,西城 牛街 二环内,532,万,81948,元/平米,2002年建/塔楼,1室1厅1厨1卫,中楼层 (共25层),64.92㎡,东北,简装,三梯十二户,有,70年
75,凯迪尚府,西城 牛街 二环内,599,万,121502,元/平米,2012年建/板塔结合,1室1厅1厨1卫,中楼层 (共14层),49.3㎡,东北,精装,两梯五户,有,70年
76,富明公寓,西城 牛街 二环内,760,万,88168,元/平米,1999年建/塔楼,3室1厅1厨1卫,中楼层 (共25层),86.2㎡,西南,简装,三梯十二户,有,70年
77,什坊街2号院,西城 六铺炕 二至三环,1219,万,127644,元/平米,1999年建/塔楼,2室2厅1厨1卫,中楼层 (共21层),95.5㎡,西北,精装,两梯十户,有,70年
78,红莲中里,西城 马连道 二至三环,499,万,87422,元/平米,2000年建/塔楼,1室1厅1厨1卫,高楼层 (共18层),57.08㎡,东,精装,两梯十二户,有,70年
79,新外大街甲28号,西城 德胜门 二至三环,780,万,131757,元/平米,1977年建/板楼,3室1厅1厨1卫,顶层 (共5层),59.2㎡,东南 西,简装,一梯三户,无,70年
80,新外大街甲8号院,西城 马甸 二至三环,1130,万,125836,元/平米,1987年建/板楼,3室1厅1厨1卫,顶层 (共6层),89.8㎡,南 北,精装,一梯两户,无,70年
81,熙府桃园,西城 西直门 二环内,1480,万,118467,元/平米,2005年建/板楼,2室1厅1厨2卫,底层 (共13层),124.93㎡,南 北,精装,一梯两户,有,70年
82,平原里小区,西城 牛街 二环内,640,万,97770,元/平米,1999年建/板楼,2室1厅1厨1卫,低楼层 (共12层),65.46㎡,南 北,简装,两梯两户,有,70年
83,中信禧园,西城 陶然亭 二环内,2250,万,158507,元/平米,2013年建/板塔结合,3室2厅1厨2卫,高楼层 (共20层),141.95㎡,南 北,精装,两梯三户,有,70年
84,龙岳洲,西城 六铺炕 二环内,2800,万,133327,元/平米,2003年建/板楼,4室2厅1厨2卫,中楼层 (共6层),210.01㎡,东南 北,精装,一梯三户,暂无数据,70年
85,广义街10号院,西城 长椿街 二环内,970,万,109903,元/平米,1997年建/板楼,2室1厅1厨1卫,低楼层 (共6层),88.26㎡,南 北,简装,一梯三户,无,70年
86,三里河三区,西城 月坛 二至三环,760,万,147287,元/平米,1973年建/板楼,2室1厅1厨1卫,中楼层 (共5层),51.6㎡,南 北,精装,一梯三户,无,70年
87,小市口胡同3号院,西城 六铺炕 二至三环,825,万,134804,元/平米,1992年建/板楼,2室1厅1厨1卫,底层 (共6层),61.2㎡,南 北,精装,一梯两户,无,70年
88,北露园,西城 阜成门 二至三环,1330,万,119712,元/平米,1993年建/板楼,3室2厅1厨1卫,中楼层 (共6层),111.1㎡,南 北,简装,一梯三户,无,70年
89,阜成门北大街,西城 阜成门 二至三环,878,万,106167,元/平米,1989年建/板塔结合,3室1厅1厨1卫,中楼层 (共13层),82.7㎡,东 西,精装,一梯七户,有,70年
90,百万庄7号院,西城 阜成门 二至三环,640,万,112875,元/平米,1977年建/板楼,2室1厅1厨1卫,中楼层 (共5层),56.7㎡,东 西,简装,一梯三户,无,70年
91,红山世家,西城 广安门 二至三环,940,万,102152,元/平米,2010年建/板塔结合,2室1厅1厨1卫,高楼层 (共25层),92.02㎡,南 北,精装,两梯四户,有,70年
92,北安里9号院,西城 西单 二环内,545,万,149316,元/平米,1984年建/板楼,1室1厅1厨1卫,中楼层 (共6层),36.5㎡,南,简装,一梯三户,无,70年
93,荣丰2008,西城 广安门 二至三环,343,万,130122,元/平米,2006年建/塔楼,1室0厅1厨1卫,高楼层 (共26层),26.36㎡,东,精装,三梯二十七户,有,70年
94,新外大街乙8号院,西城 马甸 二至三环,1220,万,156773,元/平米,2002年建/板楼,2室1厅1厨1卫,低楼层 (共7层),77.82㎡,南 北,精装,一梯两户,无,70年
95,观河锦苑,西城 德胜门 二至三环,1650,万,134904,元/平米,2002年建/板楼,3室1厅1厨2卫,低楼层 (共6层),122.31㎡,南 北,精装,一梯两户,有,70年
96,复兴门外大街,西城 木樨地 二至三环,820,万,123868,元/平米,1979年建/板塔结合,3室1厅1厨1卫,中楼层 (共12层),66.2㎡,南 北,简装,两梯十三户,有,70年
97,六铺炕三区,西城 六铺炕 二至三环,880,万,135177,元/平米,1982年建/板楼,2室1厅1厨1卫,中楼层 (共6层),65.1㎡,南 北,简装,一梯两户,无,70年
98,虎坊路小区,西城 陶然亭 二环内,448,万,93082,元/平米,1973年建/板楼,2室1厅1厨1卫,中楼层 (共5层),48.13㎡,东,精装,一梯三户,无,70年
99,小红庙,西城 广安门 二至三环,417,万,99929,元/平米,1983年建/板楼,1室1厅1厨1卫,低楼层 (共6层),41.73㎡,南,简装,一梯三户,无,70年
100,红莲南里,西城 马连道 二至三环,499,万,92101,元/平米,1980年建/板楼,2室1厅1厨1卫,高楼层 (共6层),54.18㎡,南 北,精装,一梯三户,无,70年
101,德胜门西大街64号,西城 新街口 二环内,720,万,106195,元/平米,1983年建/板楼,2室1厅1厨1卫,中楼层 (共12层),67.8㎡,南 西,简装,一梯六户,有,70年
102,三塔社区,西城 阜成门 二至三环,599,万,120524,元/平米,1978年建/板楼,2室1厅1厨1卫,中楼层 (共6层),49.7㎡,南,精装,一梯三户,无,70年
103,新康街3号院,西城 马甸 二至三环,808,万,139311,元/平米,1982年建/板楼,2室1厅1厨1卫,高楼层 (共6层),58㎡,东 南 西,简装,一梯两户,无,70年
104,格调,西城 马连道 二至三环,610,万,83562,元/平米,2007年建/板塔结合,1室1厅1厨1卫,低楼层 (共23层),73㎡,西南,简装,两梯六户,有,70年
105,新安中里,西城 右安门内 二环内,685,万,105890,元/平米,2004年建/板楼,2室1厅1厨1卫,中楼层 (共7层),64.69㎡,南 北,简装,一梯两户,无,70年
106,小后仓,西城 官园 二环内,525,万,122951,元/平米,1990年建/板楼,1室1厅1厨1卫,中楼层 (共5层),42.7㎡,东 北,简装,一梯五户,无,70年
107,阳光丽景,西城 马甸 二至三环,980,万,144693,元/平米,2003年建/塔楼,1室1厅1厨1卫,低楼层 (共19层),67.73㎡,东北,精装,两梯八户,有,70年
108,畅柳园,西城 陶然亭 二环内,755,万,114308,元/平米,2004年建/板塔结合,2室1厅1厨1卫,低楼层 (共14层),66.05㎡,南,简装,一梯十七户,有,70年
109,国英园,西城 官园 二环内,1499,万,121870,元/平米,1999年建/板楼,2室2厅1厨1卫,底层 (共6层),123㎡,南 北,简装,一梯三户,无,70年
110,新外大街18号,西城 德胜门 二至三环,865,万,143450,元/平米,1990年建/塔楼,2室1厅1厨1卫,顶层 (共18层),60.3㎡,西南,简装,两梯七户,有,70年
111,远雄大观,西城 右安门内 二环内,660,万,107562,元/平米,2009年建/板楼,1室1厅1厨1卫,顶层 (共6层),61.36㎡,西,精装,一梯四户,有,70年
112,兴隆街1号院,西城 西单 二环内,710,万,132711,元/平米,1979年建/板楼,3室1厅1厨1卫,底层 (共4层),53.5㎡,南 北,简装,一梯三户,暂无数据,70年
113,太平仓胡同,西城 西四 二环内,1050,万,154868,元/平米,1991年建/板楼,2室1厅1厨1卫,低楼层 (共6层),67.8㎡,东 西,简装,一梯两户,暂无数据,70年
114,天宁寺前街南里,西城 天宁寺 二至三环,675,万,85966,元/平米,1992年建/板楼,2室2厅1厨1卫,高楼层 (共6层),78.52㎡,南 北,精装,一梯两户,无,70年
115,南线阁,西城 牛街 二环内,580,万,90810,元/平米,1989年建/塔楼,2室1厅1厨1卫,高楼层 (共16层),63.87㎡,南,简装,两梯八户,有,70年
116,马连道路5号院,西城 马连道 二至三环,550,万,74446,元/平米,2001年建/板楼,2室1厅1厨1卫,低楼层 (共6层),73.88㎡,东,精装,一梯三户,无,70年
117,榆树馆西里,西城 车公庄 二至三环,545,万,118996,元/平米,1987年建/塔楼,1室1厅1厨1卫,中楼层 (共18层),45.8㎡,南,精装,两梯六户,有,70年
118,复兴门南大街,西城 木樨地 二至三环,990,万,151146,元/平米,1984年建/塔楼,2室1厅1厨1卫,低楼层 (共16层),65.5㎡,西南,简装,两梯八户,有,70年
119,圣都大厦,西城 右安门内 二环内,1040,万,64855,元/平米,2001年建/塔楼,3室1厅1厨2卫,高楼层 (共20层),160.36㎡,南 北,精装,两梯十二户,有,70年
120,新街口东街,西城 德胜门 二环内,1080,万,138462,元/平米,1988年建/板楼,3室1厅1厨1卫,底层 (共6层),78㎡,南 西 北,精装,一梯三户,无,70年
121,荣丰2008,西城 广安门 二至三环,460,万,76846,元/平米,2008年建/塔楼,1室0厅1厨1卫,低楼层 (共20层),59.86㎡,北,精装,三梯二十一户,有,70年
122,玉桃园一区,西城 西直门 二环内,1200,万,118930,元/平米,1994年建/板楼,3室2厅1厨2卫,底层 (共6层),100.9㎡,南 北,精装,一梯两户,无,70年
123,陶然北岸,西城 陶然亭 二环内,1265,万,124939,元/平米,2004年建/板塔结合,2室1厅1厨2卫,高楼层 (共18层),101.25㎡,南 北,简装,两梯四户,有,70年
124,百万庄丑区,西城 阜成门 二至三环,805,万,110274,元/平米,1954年建/板楼,3室1厅1厨1卫,底层 (共3层),73㎡,南 北,简装,一梯两户,暂无数据,70年
125,乐城,西城 菜户营 二至三环,730,万,75734,元/平米,2005年建/塔楼,2室1厅1厨1卫,中楼层 (共24层),96.39㎡,东,精装,三梯十二户,有,70年
126,报国寺东夹道1号西院,西城 长椿街 二环内,560,万,103245,元/平米,1980年建/板楼,2室1厅1厨1卫,中楼层 (共5层),54.24㎡,南 北,简装,一梯三户,无,70年
127,白纸坊西街,西城 右安门内 二环内,550,万,94910,元/平米,2004年建/塔楼,1室1厅1厨1卫,高楼层 (共18层),57.95㎡,西南,简装,三梯十二户,有,70年
128,乐城,西城 菜户营 二至三环,920,万,76962,元/平米,2004年建/板塔结合,3室2厅1厨1卫,中楼层 (共24层),119.54㎡,东南 北,精装,三梯十三户,有,70年
129,椿树园,西城 宣武门 二环内,1086,万,94149,元/平米,1999年建/板塔结合,3室2厅1厨1卫,高楼层 (共14层),115.35㎡,东 西 北,简装,一梯两户,有,70年
130,阜成门南大街,西城 月坛 二至三环,620,万,122288,元/平米,1992年建/塔楼,2室1厅1厨1卫,低楼层 (共20层),50.7㎡,东,精装,两梯十户,有,70年
131,月坛北小街,西城 月坛 二至三环,678,万,122163,元/平米,1993年建/板楼,2室1厅1厨1卫,低楼层 (共6层),55.5㎡,南 北,简装,一梯两户,无,70年
132,百万庄南街,西城 阜成门 二至三环,1110,万,116597,元/平米,1996年建/板楼,3室1厅1厨1卫,中楼层 (共5层),95.2㎡,南 北,简装,一梯三户,无,70年
133,新风南里,西城 马甸 二至三环,755,万,120608,元/平米,1996年建/板楼,1室1厅1厨1卫,顶层 (共6层),62.6㎡,南 北,精装,一梯两户,无,70年
134,新外大街28号院,西城 德胜门 二至三环,850,万,156827,元/平米,1981年建/板楼,2室1厅1厨1卫,中楼层 (共5层),54.2㎡,南 北,简装,一梯三户,无,70年
135,前桃园1号,西城 西直门 二环内,528,万,119728,元/平米,1984年建/板楼,1室1厅1厨1卫,低楼层 (共6层),44.1㎡,东 西,精装,一梯四户,无,70年
136,格调,西城 马连道 二至三环,770,万,95416,元/平米,2007年建/板塔结合,2室1厅1厨1卫,低楼层 (共23层),80.7㎡,南,精装,两梯六户,有,70年
137,西便门外大街,西城 木樨地 二至三环,610,万,132898,元/平米,1978年建/板楼,2室1厅1厨1卫,中楼层 (共5层),45.9㎡,南 北,精装,一梯三户,无,70年
138,铁二区,西城 月坛 二至三环,999,万,132846,元/平米,1999年建/塔楼,2室1厅1厨1卫,高楼层 (共18层),75.2㎡,东,精装,两梯十户,有,70年
139,前半壁街,西城 官园 二环内,520,万,132316,元/平米,1989年建/板楼,1室1厅1厨1卫,顶层 (共6层),39.3㎡,南,简装,一梯三户,无,70年
140,百万庄17号院,西城 阜成门 二至三环,660,万,136646,元/平米,1976年建/板楼,2室1厅1厨1卫,中楼层 (共5层),48.3㎡,南 北,精装,一梯三户,暂无数据,70年
141,广华轩,西城 广安门 二至三环,610,万,81617,元/平米,2000年建/塔楼,2室1厅1厨1卫,底层 (共24层),74.74㎡,东南,简装,两梯十户,有,70年
142,阳光丽景,西城 马甸 二至三环,2090,万,147725,元/平米,2003年建/板塔结合,3室2厅1厨2卫,低楼层 (共18层),141.48㎡,南 北,精装,一梯两户,有,70年
143,红居南街,西城 广安门 二至三环,485,万,92013,元/平米,1980年建/板楼,2室1厅1厨1卫,低楼层 (共6层),52.71㎡,南 西 北,精装,一梯两户,无,70年
144,新德街35号院,西城 德胜门 二至三环,850,万,144313,元/平米,1990年建/板楼,2室1厅1厨1卫,中楼层 (共7层),58.9㎡,南 北,简装,一梯两户,无,70年
145,荣丰2008,西城 广安门 二至三环,446,万,127066,元/平米,2005年建/塔楼,1室1厅1厨1卫,高楼层 (共12层),35.1㎡,东南,精装,三梯三十九户,有,70年
146,牛街西里,西城 牛街 二环内,490,万,84092,元/平米,2004年建/塔楼,1室1厅1厨1卫,中楼层 (共20层),58.27㎡,东南,精装,三梯十二户,有,70年
147,鲍家街,西城 金融街 二环内,1330,万,169427,元/平米,1989年建/塔楼,3室1厅1厨1卫,中楼层 (共16层),78.5㎡,西南 北,简装,两梯七户,有,70年
148,清芷园,西城 右安门内 二环内,940,万,102219,元/平米,2003年建/板塔结合,2室1厅1厨1卫,中楼层 (共19层),91.96㎡,西北,精装,两梯六户,有,70年
149,什坊街,西城 六铺炕 二至三环,760,万,157677,元/平米,1975年建/板楼,2室1厅1厨1卫,顶层 (共5层),48.2㎡,南 北,精装,一梯三户,无,70年
150,槐柏树街南里,西城 长椿街 二环内,620,万,101957,元/平米,1991年建/板楼,2室1厅1厨1卫,高楼层 (共6层),60.81㎡,南 北,精装,一梯两户,无,70年
151,凌云居,西城 牛街 二环内,900,万,76622,元/平米,2000年建/塔楼,3室1厅1厨2卫,中楼层 (共22层),117.46㎡,西南,精装,三梯十二户,有,70年
152,椿树园,西城 宣武门 二环内,980,万,111465,元/平米,1998年建/塔楼,2室1厅1厨1卫,低楼层 (共17层),87.92㎡,东北,精装,一梯六户,有,70年
153,月坛西街西里,西城 月坛 二至三环,699,万,100287,元/平米,1954年建/板楼,3室1厅1厨1卫,低楼层 (共3层),69.7㎡,东 西 北,简装,一梯两户,无,70年
154,新街口西里三区,西城 新街口 二环内,840,万,119881,元/平米,2008年建/板楼,2室1厅1厨1卫,中楼层 (共6层),70.07㎡,南,精装,一梯三户,无,70年
155,天宁寺东里,西城 天宁寺 二至三环,495,万,82832,元/平米,1973年建/板楼,3室1厅1厨1卫,中楼层 (共5层),59.76㎡,东 南 西,精装,一梯三户,无,70年
156,六铺炕二区,西城 六铺炕 二至三环,989,万,140483,元/平米,1990年建/塔楼,2室1厅1厨1卫,低楼层 (共17层),70.4㎡,西,精装,两梯八户,有,70年
157,丽水莲花,西城 广安门 二至三环,570,万,94481,元/平米,2009年建/板塔结合,1室1厅1厨1卫,高楼层 (共20层),60.33㎡,北,精装,两梯八户,有,70年
158,新文化街,西城 金融街 二环内,900,万,148271,元/平米,1979年建/板楼,3室1厅1厨1卫,中楼层 (共5层),60.7㎡,南 北,简装,一梯三户,无,70年
159,复兴门外大街,西城 木樨地 二至三环,1320,万,120659,元/平米,1991年建/塔楼,3室1厅1厨1卫,低楼层 (共16层),109.4㎡,南,简装,两梯二十户,有,70年
160,阜成门南大街,西城 月坛 二至三环,510,万,128788,元/平米,1985年建/板塔结合,1室1厅1厨1卫,中楼层 (共14层),39.6㎡,东,精装,一梯八户,有,70年
161,南纬路,西城 陶然亭 二环内,540,万,91853,元/平米,1964年建/板楼,2室1厅1厨1卫,底层 (共5层),58.79㎡,南 北,简装,一梯三户,无,70年
162,德胜里一区,西城 德胜门 二至三环,798,万,148604,元/平米,1980年建/板楼,2室1厅1厨1卫,中楼层 (共5层),53.7㎡,南 北,简装,一梯三户,无,70年
163,三义里,西城 马连道 二至三环,525,万,92430,元/平米,1981年建/板楼,2室1厅1厨1卫,低楼层 (共12层),56.8㎡,南,精装,两梯八户,有,70年
164,中加大厦,西城 白纸坊 二环内,1090,万,57060,元/平米,1999年建/塔楼,4室2厅1厨1卫,低楼层 (共24层),191.03㎡,东南 北,简装,两梯四户,有,70年
165,荣丰2008,西城 广安门 二至三环,370,万,96405,元/平米,2006年建/塔楼,1室0厅1厨1卫,高楼层 (共26层),38.38㎡,北,简装,三梯二十七户,有,70年
166,德胜里一区,西城 德胜门 二至三环,810,万,138699,元/平米,1987年建/塔楼,2室1厅1厨1卫,中楼层 (共18层),58.4㎡,西北,简装,一梯七户,有,70年
167,侨办大院,西城 阜成门 二至三环,870,万,116155,元/平米,1986年建/塔楼,3室1厅1厨1卫,中楼层 (共17层),74.9㎡,东北,精装,两梯八户,有,70年
168,广安门外南街,西城 天宁寺 二至三环,635,万,110956,元/平米,1993年建/板楼,2室1厅1厨2卫,中楼层 (共6层),57.23㎡,东 南 西 北,简装,一梯四户,无,70年
169,国英园,西城 官园 二环内,1980,万,115117,元/平米,1999年建/板楼,4室2厅1厨2卫,中楼层 (共6层),172㎡,南 北,精装,一梯两户,有,70年
170,广安门外南街,西城 天宁寺 二至三环,495,万,135691,元/平米,1990年建/板楼,1室1厅1厨1卫,底层 (共5层),36.48㎡,南 北,简装,一梯四户,无,70年
171,北营房西里,西城 阜成门 二至三环,750,万,109650,元/平米,1985年建/板楼,3室1厅1厨1卫,顶层 (共6层),68.4㎡,南 北,简装,一梯三户,无,70年
172,考拉社区,西城 菜户营 二至三环,475,万,86270,元/平米,2006年建/塔楼,1室0厅1厨1卫,高楼层 (共21层),55.06㎡,西,简装,四梯十七户,有,70年
173,铁二区,西城 月坛 二至三环,875,万,124467,元/平米,1987年建/板楼,3室1厅1厨1卫,高楼层 (共6层),70.3㎡,南 北,简装,一梯三户,无,70年
174,玺源台,西城 广安门 二至三环,955,万,106194,元/平米,2013年建/板楼,2室1厅1厨1卫,低楼层 (共27层),89.93㎡,南 北,简装,两梯五户,有,70年
175,白云观,西城 木樨地 二至三环,780,万,121685,元/平米,1991年建/板楼,2室1厅1厨1卫,顶层 (共6层),64.1㎡,南 北,简装,一梯两户,无,70年
176,官苑8号,西城 官园 二环内,1520,万,166466,元/平米,2007年建/板塔结合,2室1厅1厨1卫,低楼层 (共16层),91.31㎡,东南,精装,两梯六户,有,70年
177,六铺炕一区,西城 六铺炕 二至三环,997,万,149925,元/平米,1989年建/板塔结合,2室1厅1厨1卫,中楼层 (共12层),66.5㎡,南 北,简装,一梯五户,有,70年
178,太仆寺33号院,西城 西单 二环内,1000,万,135870,元/平米,2001年建/板楼,2室1厅1厨1卫,高楼层 (共6层),73.6㎡,东南 北,简装,一梯三户,无,70年
179,展览路,西城 阜成门 二至三环,810,万,124808,元/平米,1991年建/塔楼,2室1厅1厨1卫,低楼层 (共18层),64.9㎡,南,简装,两梯八户,有,70年
180,西绒线,西城 西单 二环内,1017,万,97959,元/平米,2004年建/板楼,3室2厅1厨2卫,顶层 (共6层),103.82㎡,东 北,简装,一梯五户,无,70年
181,西直门南大街,西城 官园 二环内,805,万,102158,元/平米,1990年建/塔楼,3室1厅1厨1卫,高楼层 (共18层),78.8㎡,东 西,简装,两梯六户,有,70年
182,考拉社区,西城 菜户营 二至三环,450,万,88270,元/平米,2005年建/板塔结合,1室0厅1厨1卫,高楼层 (共21层),50.98㎡,西,精装,四梯十八户,有,70年
183,北三环中路12号院,西城 马甸 二至三环,758,万,139853,元/平米,1984年建/板楼,2室1厅1厨1卫,底层 (共12层),54.2㎡,南 北,精装,一梯十户,有,70年
184,北礼士路70号院,西城 阜成门 二至三环,712,万,109877,元/平米,1977年建/板楼,3室1厅1厨1卫,低楼层 (共6层),64.8㎡,西北 北,精装,一梯四户,无,70年
185,里仁东街,西城 陶然亭 二环内,798,万,114508,元/平米,1984年建/板楼,3室1厅1厨1卫,顶层 (共6层),69.69㎡,南 北,简装,一梯两户,暂无数据,70年
186,九和苑,西城 车公庄 二至三环,890,万,119335,元/平米,2005年建/板塔结合,1室1厅1厨1卫,中楼层 (共14层),74.58㎡,南 北,精装,两梯六户,有,70年
187,北露园,西城 阜成门 二至三环,530,万,122686,元/平米,1993年建/板楼,1室1厅1厨1卫,中楼层 (共6层),43.2㎡,南,精装,一梯三户,无,70年
188,新壁街,西城 西单 二环内,645,万,126347,元/平米,2004年建/板楼,1室1厅1厨1卫,底层 (共6层),51.05㎡,南,简装,一梯四户,无,70年
189,格调,西城 马连道 二至三环,550,万,85325,元/平米,2005年建/板塔结合,1室1厅1厨1卫,高楼层 (共14层),64.46㎡,北,简装,两梯六户,有,70年
190,官园胡同,西城 官园 二环内,1055,万,142376,元/平米,1988年建/板塔结合,2室1厅1厨1卫,低楼层 (共16层),74.1㎡,南 北,简装,一梯七户,暂无数据,70年
191,白纸坊东街25号院,西城 牛街 二环内,585,万,101369,元/平米,1986年建/板楼,2室1厅1厨1卫,顶层 (共6层),57.71㎡,东 西,简装,一梯三户,无,70年
192,自新路,西城 右安门内 二环内,539,万,108429,元/平米,1978年建/板楼,2室1厅1厨1卫,高楼层 (共6层),49.71㎡,南,简装,一梯三户,暂无数据,70年
193,黄寺大街24号院,西城 六铺炕 二至三环,725,万,165526,元/平米,1995年建/板楼,1室1厅1厨1卫,中楼层 (共7层),43.8㎡,南,精装,一梯三户,无,70年
194,小红庙,西城 广安门 二至三环,482,万,88996,元/平米,1980年建/板楼,2室1厅1厨1卫,底层 (共6层),54.16㎡,南 北,简装,一梯四户,无,70年
195,远见名苑,西城 广安门 二至三环,575,万,101716,元/平米,2004年建/塔楼,1室1厅1厨1卫,中楼层 (共26层),56.53㎡,东北,精装,三梯十四户,有,70年
196,新街口西里二区,西城 新街口 二环内,640,万,117303,元/平米,2004年建/板楼,1室1厅1厨1卫,中楼层 (共7层),54.56㎡,南,简装,一梯五户,无,70年
197,天宁寺东里,西城 天宁寺 二至三环,440,万,93677,元/平米,1980年建/板楼,2室1厅1厨1卫,低楼层 (共6层),46.97㎡,东 西,简装,一梯三户,无,70年
198,前半壁街35号院,西城 官园 ,930,万,122854,元/平米,1986年建/板楼,3室1厅1厨1卫,高楼层 (共13层),75.7㎡,西南,简装,一梯八户,有,70年
199,阜成门南大街,西城 月坛 二至三环,540,万,134664,元/平米,1992年建/塔楼,1室1厅1厨1卫,高楼层 (共20层),40.1㎡,南 西 北,精装,两梯十户,有,70年
200,北礼士路,西城 官园 二至三环,615,万,106035,元/平米,1990年建/板楼,2室1厅1厨1卫,中楼层 (共16层),58㎡,东 西,精装,两梯十四户,有,70年
201,北安里9号院,西城 西单 二环内,750,万,131119,元/平米,1984年建/板楼,3室1厅1厨1卫,中楼层 (共6层),57.2㎡,南 北,简装,一梯三户,无,70年
202,牛街东里,西城 牛街 二环内,650,万,84526,元/平米,2004年建/塔楼,2室1厅1厨1卫,中楼层 (共19层),76.9㎡,西南,简装,三梯十二户,有,70年
203,月坛西街西里,西城 月坛 二至三环,1000,万,107771,元/平米,1981年建/板塔结合,2室1厅1厨1卫,高楼层 (共14层),92.79㎡,东 南 北,简装,一梯两户,有,70年
204,西便门西里,西城 木樨地 二至三环,615,万,89952,元/平米,1984年建/板楼,2室1厅1厨1卫,低楼层 (共6层),68.37㎡,南 北,简装,一梯两户,无,70年
205,远见名苑,西城 广安门 二至三环,445,万,77057,元/平米,2004年建/塔楼,1室0厅1厨1卫,中楼层 (共24层),57.75㎡,西,简装,四梯二十户,有,70年
206,三里河二区B区,西城 月坛 二至三环,1093,万,139396,元/平米,2000年建/塔楼,2室1厅1厨1卫,底层 (共18层),78.41㎡,西,简装,两梯十户,有,70年
207,宣武门西大街,西城 金融街 二环内,1230,万,138048,元/平米,1987年建/塔楼,3室1厅1厨1卫,中楼层 (共16层),89.1㎡,南 西,简装,两梯八户,有,70年
208,广安门外南街,西城 天宁寺 二至三环,710,万,88773,元/平米,1991年建/板楼,3室1厅1厨1卫,底层 (共6层),79.98㎡,东 西,简装,一梯三户,无,70年
209,新外大街甲8号院,西城 马甸 二至三环,880,万,143791,元/平米,1995年建/板楼,2室1厅1厨1卫,底层 (共5层),61.2㎡,南 北,精装,一梯三户,无,70年
210,北礼士路60号院,西城 阜成门 二至三环,810,万,118422,元/平米,1982年建/板塔结合,3室1厅1厨1卫,高楼层 (共12层),68.4㎡,南 北,简装,一梯四户,有,70年
211,车站东街15号院,西城 天宁寺 二至三环,650,万,103520,元/平米,1998年建/板楼,2室1厅1厨1卫,底层 (共6层),62.79㎡,南 北,简装,一梯两户,无,70年
212,车公庄北里,西城 车公庄 二至三环,900,万,104518,元/平米,2003年建/塔楼,2室1厅1厨1卫,高楼层 (共22层),86.11㎡,东,精装,三梯十二户,有,70年
213,三里河一区2号院,西城 月坛 二至三环,1060,万,151646,元/平米,1998年建/塔楼,2室1厅1厨1卫,高楼层 (共10层),69.9㎡,东南,简装,一梯两户,有,70年
214,塔院胡同12号院,西城 六铺炕 二至三环,820,万,141136,元/平米,1985年建/板楼,2室1厅1厨1卫,中楼层 (共6层),58.1㎡,南 北,毛坯,一梯两户,无,70年
215,考拉社区,西城 菜户营 二至三环,480,万,90108,元/平米,2005年建/板塔结合,1室1厅1厨1卫,低楼层 (共21层),53.27㎡,西北,精装,四梯十八户,有,70年
216,马甸南村,西城 马甸 二至三环,895,万,142290,元/平米,1987年建/板楼,2室1厅1厨1卫,低楼层 (共6层),62.9㎡,南 北,精装,一梯两户,无,70年
217,恬心家园,西城 白纸坊 二环内,520,万,101563,元/平米,2004年建/板塔结合,1室0厅1厨1卫,高楼层 (共18层),51.2㎡,西,精装,三梯十八户,有,70年
218,铁路巷,西城 车公庄 二至三环,830,万,107097,元/平米,1990年建/板楼,3室1厅1厨1卫,中楼层 (共6层),77.5㎡,南 北,精装,一梯三户,无,70年
219,丽水莲花,西城 广安门 二至三环,1550,万,107527,元/平米,2009年建/板塔结合,3室1厅1厨2卫,低楼层 (共26层),144.15㎡,南 北,精装,一梯两户,有,70年
220,西便门西里,西城 木樨地 二至三环,550,万,95503,元/平米,1988年建/板楼,2室1厅1厨1卫,高楼层 (共6层),57.59㎡,南 北,精装,一梯两户,无,70年
221,德胜里二区,西城 德胜门 二至三环,1350,万,145459,元/平米,2011年建/板塔结合,2室1厅1厨1卫,顶层 (共12层),92.81㎡,南 北,毛坯,一梯四户,暂无数据,70年
