,小区名称,所在区域,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限,位置名称,总价(万),单价(元/平米),建筑类型,楼层总数
171,北营房西里,二至三环,1985,3室1厅1厨1卫,顶层 ,68.4㎡,南 北,简装,一梯三户,无,70年,阜成门,750.0,109650,板楼,6
172,考拉社区,二至三环,2006,1室0厅1厨1卫,高楼层 ,55.06㎡,西,简装,四梯十七户,有,70年,菜户营,475.0,86270,塔楼,21
173,铁二区,二至三环,1987,3室1厅1厨1卫,高楼层 ,70.3㎡,南 北,简装,一梯三户,无,70年,月坛,875.0,124467,板楼,6
174,玺源台,二至三环,2013,2室1厅1厨1卫,低楼层 ,89.93㎡,南 北,简装,两梯五户,有,70年,广安门,955.0,106194,板楼,27
175,白云观,二至三环,1991,2室1厅1厨1卫,顶层 ,64.1㎡,南 北,简装,一梯两户,无,70年,木樨地,780.0,121685,板楼,6
176,官苑8号,二环内,2007,2室1厅1厨1卫,低楼层 ,91.31㎡,东南,精装,两梯六户,有,70年,官园,1520.0,166466,板塔结合,16
177,六铺炕一区,二至三环,1989,2室1厅1厨1卫,中楼层 ,66.5㎡,南 北,简装,一梯五户,有,70年,六铺炕,997.0,149925,板塔结合,12
178,太仆寺33号院,二环内,2001,2室1厅1厨1卫,高楼层 ,73.6㎡,东南 北,简装,一梯三户,无,70年,西单,1000.0,135870,板楼,6
179,展览路,二至三环,1991,2室1厅1厨1卫,低楼层 ,64.9㎡,南,简装,两梯八户,有,70年,阜成门,810.0,124808,塔楼,18
180,西绒线,二环内,2004,3室2厅1厨2卫,顶层 ,103.82㎡,东 北,简装,一梯五户,无,70年,西单,1017.0,97959,板楼,6
181,西直门南大街,二环内,1990,3室1厅1厨1卫,高楼层 ,78.8㎡,东 西,简装,两梯六户,有,70年,官园,805.0,102158,塔楼,18
182,考拉社区,二至三环,2005,1室0厅1厨1卫,高楼层 ,50.98㎡,西,精装,四梯十八户,有,70年,菜户营,450.0,88270,板塔结合,21
183,北三环中路12号院,二至三环,1984,2室1厅1厨1卫,底层 ,54.2㎡,南 北,精装,一梯十户,有,70年,马甸,758.0,139853,板楼,12
184,北礼士路70号院,二至三环,1977,3室1厅1厨1卫,低楼层 ,64.8㎡,西北 北,精装,一梯四户,无,70年,阜成门,712.0,109877,板楼,6
185,里仁东街,二环内,1984,3室1厅1厨1卫,顶层 ,69.69㎡,南 北,简装,一梯两户,暂无数据,70年,陶然亭,798.0,114508,板楼,6
186,九和苑,二至三环,2005,1室1厅1厨1卫,中楼层 ,74.58㎡,南 北,精装,两梯六户,有,70年,车公庄,890.0,119335,板塔结合,14
187,北露园,二至三环,1993,1室1厅1厨1卫,中楼层 ,43.2㎡,南,精装,一梯三户,无,70年,阜成门,530.0,122686,板楼,6
188,新壁街,二环内,2004,1室1厅1厨1卫,底层 ,51.05㎡,南,简装,一梯四户,无,70年,西单,645.0,126347,板楼,6
189,格调,二至三环,2005,1室1厅1厨1卫,高楼层 ,64.46㎡,北,简装,两梯六户,有,70年,马连道,550.0,85325,板塔结合,14
190,官园胡同,二环内,1988,2室1厅1厨1卫,低楼层 ,74.1㎡,南 北,简装,一梯七户,暂无数据,70年,官园,1055.0,142376,板塔结合,16
191,白纸坊东街25号院,二环内,1986,2室1厅1厨1卫,顶层 ,57.71㎡,东 西,简装,一梯三户,无,70年,牛街,585.0,101369,板楼,6
192,自新路,二环内,1978,2室1厅1厨1卫,高楼层 ,49.71㎡,南,简装,一梯三户,暂无数据,70年,右安门内,539.0,108429,板楼,6
193,黄寺大街24号院,二至三环,1995,1室1厅1厨1卫,中楼层 ,43.8㎡,南,精装,一梯三户,无,70年,六铺炕,725.0,165526,板楼,7
194,小红庙,二至三环,1980,2室1厅1厨1卫,底层 ,54.16㎡,南 北,简装,一梯四户,无,70年,广安门,482.0,88996,板楼,6
195,远见名苑,二至三环,2004,1室1厅1厨1卫,中楼层 ,56.53㎡,东北,精装,三梯十四户,有,70年,广安门,575.0,101716,塔楼,26
196,新街口西里二区,二环内,2004,1室1厅1厨1卫,中楼层 ,54.56㎡,南,简装,一梯五户,无,70年,新街口,640.0,117303,板楼,7
197,天宁寺东里,二至三环,1980,2室1厅1厨1卫,低楼层 ,46.97㎡,东 西,简装,一梯三户,无,70年,天宁寺,440.0,93677,板楼,6
198,前半壁街35号院, ,1986,3室1厅1厨1卫,高楼层 ,75.7㎡,西南,简装,一梯八户,有,70年,官园,930.0,122854,板楼,13
199,阜成门南大街,二至三环,1992,1室1厅1厨1卫,高楼层 ,40.1㎡,南 西 北,精装,两梯十户,有,70年,月坛,540.0,134664,塔楼,20
200,北礼士路,二至三环,1990,2室1厅1厨1卫,中楼层 ,58㎡,东 西,精装,两梯十四户,有,70年,官园,615.0,106035,板楼,16
201,北安里9号院,二环内,1984,3室1厅1厨1卫,中楼层 ,57.2㎡,南 北,简装,一梯三户,无,70年,西单,750.0,131119,板楼,6
202,牛街东里,二环内,2004,2室1厅1厨1卫,中楼层 ,76.9㎡,西南,简装,三梯十二户,有,70年,牛街,650.0,84526,塔楼,19
203,月坛西街西里,二至三环,1981,2室1厅1厨1卫,高楼层 ,92.79㎡,东 南 北,简装,一梯两户,有,70年,月坛,1000.0,107771,板塔结合,14
204,西便门西里,二至三环,1984,2室1厅1厨1卫,低楼层 ,68.37㎡,南 北,简装,一梯两户,无,70年,木樨地,615.0,89952,板楼,6
205,远见名苑,二至三环,2004,1室0厅1厨1卫,中楼层 ,57.75㎡,西,简装,四梯二十户,有,70年,广安门,445.0,77057,塔楼,24
206,三里河二区B区,二至三环,2000,2室1厅1厨1卫,底层 ,78.41㎡,西,简装,两梯十户,有,70年,月坛,1093.0,139396,塔楼,18
207,宣武门西大街,二环内,1987,3室1厅1厨1卫,中楼层 ,89.1㎡,南 西,简装,两梯八户,有,70年,金融街,1230.0,138048,塔楼,16
208,广安门外南街,二至三环,1991,3室1厅1厨1卫,底层 ,79.98㎡,东 西,简装,一梯三户,无,70年,天宁寺,710.0,88773,板楼,6
209,新外大街甲8号院,二至三环,1995,2室1厅1厨1卫,底层 ,61.2㎡,南 北,精装,一梯三户,无,70年,马甸,880.0,143791,板楼,5
210,北礼士路60号院,二至三环,1982,3室1厅1厨1卫,高楼层 ,68.4㎡,南 北,简装,一梯四户,有,70年,阜成门,810.0,118422,板塔结合,12
211,车站东街15号院,二至三环,1998,2室1厅1厨1卫,底层 ,62.79㎡,南 北,简装,一梯两户,无,70年,天宁寺,650.0,103520,板楼,6
212,车公庄北里,二至三环,2003,2室1厅1厨1卫,高楼层 ,86.11㎡,东,精装,三梯十二户,有,70年,车公庄,900.0,104518,塔楼,22
213,三里河一区2号院,二至三环,1998,2室1厅1厨1卫,高楼层 ,69.9㎡,东南,简装,一梯两户,有,70年,月坛,1060.0,151646,塔楼,10
214,塔院胡同12号院,二至三环,1985,2室1厅1厨1卫,中楼层 ,58.1㎡,南 北,毛坯,一梯两户,无,70年,六铺炕,820.0,141136,板楼,6
215,考拉社区,二至三环,2005,1室1厅1厨1卫,低楼层 ,53.27㎡,西北,精装,四梯十八户,有,70年,菜户营,480.0,90108,板塔结合,21
216,马甸南村,二至三环,1987,2室1厅1厨1卫,低楼层 ,62.9㎡,南 北,精装,一梯两户,无,70年,马甸,895.0,142290,板楼,6
217,恬心家园,二环内,2004,1室0厅1厨1卫,高楼层 ,51.2㎡,西,精装,三梯十八户,有,70年,白纸坊,520.0,101563,板塔结合,18
218,铁路巷,二至三环,1990,3室1厅1厨1卫,中楼层 ,77.5㎡,南 北,精装,一梯三户,无,70年,车公庄,830.0,107097,板楼,6
219,丽水莲花,二至三环,2009,3室1厅1厨2卫,低楼层 ,144.15㎡,南 北,精装,一梯两户,有,70年,广安门,1550.0,107527,板塔结合,26
220,西便门西里,二至三环,1988,2室1厅1厨1卫,高楼层 ,57.59㎡,南 北,精装,一梯两户,无,70年,木樨地,550.0,95503,板楼,6
221,德胜里二区,二至三环,2011,2室1厅1厨1卫,顶层 ,92.81㎡,南 北,毛坯,一梯四户,暂无数据,70年,德胜门,1350.0,145459,板塔结合,12
222,枫桦豪景一期,二环内,2002,3室1厅1厨2卫,低楼层 ,186.39㎡,南 北,简装,一梯两户,有,70年,牛街,1680.0,90134,板塔结合,15
223,月坛西街东里22号院,二至三环,1983,2室1厅1厨1卫,低楼层 ,53.5㎡,东 西,毛坯,一梯两户,无,70年,月坛,630.0,117758,板楼,6
224,信和嘉园,二至三环,2006,2室1厅1厨1卫,高楼层 ,69.72㎡,东北,简装,两梯五户,有,70年,马连道,775.0,111159,板塔结合,18
225,大井胡同,二至三环,1989,2室1厅1厨1卫,中楼层 ,51.7㎡,南 北,精装,一梯两户,无,70年,六铺炕,750.0,145068,板楼,6
226,国务院宿舍,二至三环,1958,5室1厅1厨1卫,低楼层 ,138.1㎡,东 南 西,简装,一梯两户,暂无数据,70年,木樨地,1725.0,124910,板楼,3
227,荣丰2008,二至三环,2006,1室0厅1厨1卫,底层 ,33.61㎡,东,精装,三梯二十七户,有,70年,广安门,359.0,106814,塔楼,26
228,阜成门外北街,二至三环,1979,2室1厅1厨1卫,顶层 ,50.9㎡,南,精装,一梯三户,无,70年,阜成门,570.0,111985,板楼,6
229,荣丰2008,二至三环,2004,1室1厅1厨1卫,中楼层 ,32.5㎡,南,简装,四梯三十三户,有,70年,广安门,425.0,130770,塔楼,20
230,西城晶华,二环内,2008,2室1厅1厨1卫,中楼层 ,94.53㎡,东 西,精装,两梯八户,有,70年,金融街,1370.0,144928,板塔结合,11
231,乐城,二至三环,2005,2室1厅1厨1卫,中楼层 ,95.28㎡,东南,简装,三梯十二户,有,70年,菜户营,730.0,76617,塔楼,24
232,庄胜二期,二环内,2004,2室1厅1厨1卫,低楼层 ,81.63㎡,东 西 北,精装,两梯七户,有,70年,宣武门,1100.0,134755,板塔结合,12
233,三里河北街5号院,二至三环,1991,2室1厅1厨1卫,高楼层 ,56.3㎡,西 北,简装,四梯十一户,有,70年,月坛,820.0,145649,塔楼,18
234,平原里小区,二环内,1999,1室1厅1厨1卫,低楼层 ,48.16㎡,西,简装,两梯两户,有,70年,牛街,520.0,107974,板楼,9
235,红莲南里,二至三环,1988,2室1厅1厨1卫,底层 ,50.72㎡,南 北,精装,一梯三户,无,70年,马连道,471.0,92863,板楼,6
236,月坛北街,二至三环,1972,2室1厅1厨1卫,中楼层 ,51.9㎡,南 北,简装,一梯三户,无,70年,月坛,616.0,118690,板楼,5
237,北樱桃园17号院,二环内,2005,2室2厅1厨1卫,中楼层 ,84.26㎡,南 北,精装,一梯三户,有,70年,白纸坊,810.0,96132,板楼,14
238,北纬路49号院,二环内,1980,1室1厅1厨1卫,高楼层 ,37.91㎡,南,简装,一梯四户,无,70年,陶然亭,405.0,106832,板楼,6
239,乐城,二至三环,2005,3室1厅1厨1卫,底层 ,111.51㎡,南 西,简装,两梯十二户,有,70年,菜户营,830.0,74433,板塔结合,11
240,南礼士路,二至三环,1982,2室1厅1厨1卫,高楼层 ,50.6㎡,南,精装,一梯三户,无,70年,月坛,610.0,120554,板楼,6
241,三义东里,二至三环,2000,2室1厅1厨1卫,中楼层 ,78.6㎡,南,简装,两梯十六户,有,70年,马连道,610.0,77609,板塔结合,14
242,西绒线,二环内,2004,1室1厅1厨1卫,高楼层 ,52.15㎡,东,精装,一梯五户,无,70年,西单,643.0,123299,板楼,6
243,黄寺大街24号院,二至三环,1997,2室1厅1厨1卫,低楼层 ,88.5㎡,东,精装,两梯八户,有,70年,六铺炕,1098.0,124068,塔楼,18
244,爱民里小区,二环内,1990,3室1厅1厨1卫,高楼层 ,96.8㎡,南 北,简装,一梯两户,无,70年,西四,1280.0,132232,板楼,6
245,车站东街15号院,二至三环,1989,2室1厅1厨1卫,高楼层 ,58.07㎡,南 北,精装,一梯两户,无,70年,天宁寺,600.0,103324,板楼,6
246,四平园,二环内,1999,2室1厅1厨1卫,高楼层 ,82.33㎡,南 北,简装,一梯两户,无,70年,陶然亭,900.0,109317,板楼,6
247,西便门西里,二至三环,1990,2室1厅1厨1卫,低楼层 ,56.77㎡,南,精装,一梯七户,有,70年,木樨地,590.0,103929,塔楼,18
248,北礼士路,二至三环,1991,1室1厅1厨1卫,低楼层 ,29㎡,东 北,精装,一梯三户,无,70年,官园,420.0,144828,板楼,7
249,冰窖口胡同73号院,二至三环,1987,2室1厅1厨1卫,顶层 ,58.2㎡,南 北,精装,一梯两户,无,70年,德胜门,835.0,143471,板楼,6
250,京畿道,二环内,1993,3室2厅1厨1卫,中楼层 ,113.4㎡,南 北,精装,一梯两户,无,70年,金融街,1700.0,149912,板楼,6
251,清芷园,二环内,2007,2室1厅1厨1卫,高楼层 ,90.12㎡,东南,简装,三梯十二户,有,70年,右安门内,835.0,92655,塔楼,18
252,北欧印象,二至三环,2003,1室0厅1厨1卫,低楼层 ,43.98㎡,北,简装,三梯十二户,有,70年,马连道,420.0,95498,塔楼,25
253,阳光丽景,二至三环,2003,1室1厅1厨1卫,高楼层 ,67.69㎡,北,简装,两梯八户,有,70年,马甸,1080.0,159551,塔楼,19
254,云梯胡同,二环内,1981,3室1厅1厨1卫,高楼层 ,68.5㎡,南 北,精装,一梯两户,暂无数据,70年,金融街,1095.0,159855,板楼,6
255,砖塔胡同86号院,二环内,1958,3室1厅1厨1卫,中楼层 ,86.11㎡,南 北,精装,一梯三户,无,70年,金融街,985.0,114389,板楼,5
256,太平街甲乙18号院,二环内,1980,1室1厅1厨1卫,高楼层 ,40.03㎡,东,简装,一梯三户,无,70年,陶然亭,543.0,135649,板楼,6
257,远见名苑,二至三环,2006,1室1厅1厨1卫,高楼层 ,50.58㎡,东北,精装,三梯十二户,有,70年,广安门,517.0,102215,塔楼,25
258,太仆寺33号院,二环内,2001,1室1厅1厨1卫,中楼层 ,50.7㎡,东,精装,一梯三户,有,70年,西单,720.0,142012,板楼,6
259,乐城,二至三环,2004,1室0厅1厨1卫,高楼层 ,43㎡,北,简装,三梯十三户,有,70年,菜户营,415.0,96512,板塔结合,24
260,中信锦园,二环内,2009,2室1厅1厨1卫,高楼层 ,97㎡,东 西,简装,两梯三户,有,70年,陶然亭,1210.0,124743,板塔结合,18
261,黄寺大街24号院,二至三环,1995,2室1厅1厨1卫,底层 ,59.1㎡,南 北,精装,一梯两户,无,70年,六铺炕,816.0,138072,板楼,6
262,双旗杆东里,二至三环,1994,3室1厅1厨1卫,高楼层 ,85.7㎡,南 东北,简装,两梯十户,有,70年,马甸,986.0,115053,塔楼,18
263,国电中兴家园,二至三环,1999,3室1厅1厨1卫,低楼层 ,106.3㎡,东 西南,精装,两梯八户,有,70年,月坛,1080.0,101600,塔楼,18
264,海格国际,二环内,2005,1室0厅0厨1卫,中楼层 ,64.79㎡,北,简装,两梯二十户,有,70年,宣武门,535.0,82575,塔楼,19
265,槐柏树街南里,二环内,1992,2室1厅1厨1卫,中楼层 ,62.76㎡,东 南 西,简装,一梯三户,无,70年,长椿街,595.0,94806,板楼,6
266,广安门外南街,二至三环,1997,2室1厅1厨1卫,中楼层 ,73.53㎡,西 东,简装,一梯十户,有,70年,天宁寺,589.0,80104,板塔结合,13
267,丽水莲花,二至三环,2009,2室1厅1厨2卫,高楼层 ,109.64㎡,西南,简装,两梯八户,有,70年,广安门,1060.0,96681,板塔结合,20
268,塔院胡同12号院,二至三环,1985,2室1厅1厨1卫,中楼层 ,58.1㎡,南 北,毛坯,一梯两户,无,70年,六铺炕,790.0,135973,板楼,6
269,铁二区,二至三环,1983,2室1厅1厨1卫,顶层 ,57.8㎡,东 西,简装,一梯两户,无,70年,月坛,679.0,117475,板楼,6
270,进步巷,二至三环,1979,2室1厅1厨1卫,低楼层 ,60㎡,南 北,精装,一梯三户,无,70年,车公庄,618.0,103000,板楼,6
271,感化胡同3号院,二环内,1984,2室1厅1厨1卫,中楼层 ,59.72㎡,南,精装,一梯三户,无,70年,长椿街,645.0,108005,板楼,6
272,西直门外南路24号院,二至三环,2002,2室1厅1厨1卫,中楼层 ,57㎡,东南,简装,两梯六户,有,70年,车公庄,656.0,115088,塔楼,18
273,丽水莲花,二至三环,2007,1室1厅1厨1卫,中楼层 ,66.91㎡,东,精装,三梯十二户,有,70年,广安门,610.0,91168,塔楼,28
274,西便门西里,二至三环,1984,1室1厅1厨1卫,低楼层 ,42.57㎡,北,精装,一梯四户,无,70年,木樨地,425.0,99836,板楼,6
275,华龙美钰,二环内,2011,2室1厅1厨1卫,中楼层 ,88.53㎡,西,精装,一梯三户,有,70年,右安门内,915.0,103355,板塔结合,11
276,月坛北街,二至三环,1973,2室1厅1厨1卫,顶层 ,48.2㎡,南,简装,一梯三户,无,70年,月坛,679.0,140872,板楼,5
277,洪茂沟社区,二至三环,1984,3室1厅1厨1卫,低楼层 ,68.3㎡,东 西,精装,一梯两户,无,70年,月坛,850.0,124451,板楼,6
278,丽水莲花,二至三环,2009,3室1厅1厨2卫,低楼层 ,131.15㎡,南 北,简装,两梯两户,有,70年,广安门,1350.0,102936,板楼,19
279,第三区,二至三环,2012,3房间1卫,低楼层 ,89.31㎡,南 北,精装,两梯四户,有,50年,马连道,490.0,54866,板楼,18
280,小红庙,二至三环,1980,3室1厅1厨1卫,顶层 ,56.76㎡,东 南 北,精装,一梯三户,无,70年,广安门,530.0,93376,板楼,6
281,丽水莲花,二至三环,2007,2室2厅1厨1卫,低楼层 ,104.52㎡,南,简装,三梯十二户,有,70年,广安门,995.0,95198,塔楼,28
282,红居南街,二至三环,1992,2室1厅1厨1卫,顶层 ,64.9㎡,东 南 西,简装,一梯三户,无,70年,广安门,570.0,87828,板楼,6
283,格调,二至三环,2007,1室1厅1厨1卫,中楼层 ,70.28㎡,东,精装,两梯六户,有,70年,马连道,660.0,93911,板塔结合,23
284,西直门北大街甲41号,二至三环,1996,2室1厅1厨1卫,低楼层 ,85.7㎡,南,简装,一梯五户,有,70年,西直门,780.0,91016,板楼,15
285,马连道西里,二至三环,1996,2室1厅1厨1卫,底层 ,92.29㎡,南 北,简装,一梯两户,无,70年,马连道,675.0,73140,板楼,6
286,璟莲馨苑,二至三环,2001,3室1厅1厨2卫,低楼层 ,154.8㎡,南 北,简装,两梯四户,有,70年,马连道,1300.0,83980,塔楼,18
287,新外大街28号院,二至三环,1999,2室1厅1厨1卫,中楼层 ,79㎡,东 西,简装,一梯两户,无,70年,德胜门,1120.0,141773,板塔结合,8
288,裕中东里,三至四环,1986,2室1厅1厨1卫,中楼层 ,60.2㎡,南 北,精装,一梯三户,无,70年,马甸,815.0,135383,板楼,6
289,格调,二至三环,2007,1室1厅1厨1卫,高楼层 ,70.28㎡,东,精装,两梯六户,有,70年,马连道,670.0,95333,板塔结合,23
290,新风街,二至三环,1990,3室1厅1厨1卫,低楼层 ,71.3㎡,东南,简装,两梯八户,有,70年,马甸,998.0,139972,塔楼,16
291,新街口西里三区,二环内,2003,3室1厅1厨1卫,中楼层 ,83.8㎡,南 北,简装,一梯四户,无,70年,新街口,916.0,109308,板楼,7
292,铁路巷,二至三环,1987,2室1厅1厨1卫,底层 ,57.9㎡,南 北,简装,一梯三户,无,70年,车公庄,635.0,109672,板楼,6
293,裕中西里,三至四环,1991,3室1厅1厨1卫,中楼层 ,89.3㎡,南 北,简装,两梯七户,有,70年,马甸,1190.0,133259,塔楼,20
294,裕中西里,三至四环,1991,2室1厅1厨1卫,顶层 ,73.6㎡,西北,其他,两梯八户,有,70年,马甸,860.0,116848,塔楼,20
295,爱民里小区,二环内,1992,2室1厅1厨1卫,高楼层 ,52.1㎡,南 北,简装,一梯四户,无,70年,西四,850.0,163148,板楼,7
296,丽水莲花,二至三环,2007,2室1厅1厨1卫,高楼层 ,90.71㎡,东,精装,三梯十二户,有,70年,广安门,848.0,93485,塔楼,28
297,三里河东路甲14号院,二至三环,1978,2室1厅1厨1卫,顶层 ,48.4㎡,东,精装,一梯三户,无,70年,月坛,618.0,127686,板楼,6
298,北三环中路12号院,二至三环,1984,3室1厅1厨1卫,顶层 ,80.5㎡,南 北,简装,一梯十户,有,70年,马甸,930.0,115528,板楼,12
299,格调,二至三环,2005,3室2厅1厨1卫,高楼层 ,124.35㎡,南 北,精装,两梯四户,有,70年,马连道,1360.0,109369,板塔结合,14
300,格调,二至三环,2005,3室2厅1厨1卫,高楼层 ,124.35㎡,南 北,精装,两梯四户,有,70年,马连道,1360.0,109369,板塔结合,14
301,富力信然庭,二环内,2006,2室1厅1厨2卫,中楼层 ,108.47㎡,南 北,精装,一梯两户,有,70年,陶然亭,1545.0,142436,板楼,7
302,丽水莲花,二至三环,2009,2室1厅1厨1卫,低楼层 ,98.17㎡,西南,精装,两梯五户,有,70年,广安门,920.0,93715,塔楼,24
303,北欧印象,二至三环,2003,3室1厅1厨2卫,低楼层 ,94.81㎡,东,简装,三梯十五户,有,70年,马连道,810.0,85435,塔楼,28
304,西华经典,二环内,2000,3室2厅1厨2卫,低楼层 ,154.33㎡,东南,精装,两梯五户,有,70年,牛街,1358.0,87994,塔楼,25
305,信和嘉园,二至三环,2006,4室2厅1厨4卫,顶层 ,304.45㎡,南 北,精装,两梯三户,有,70年,马连道,2900.0,95254,板塔结合,18
306,太平里,二至三环,1997,3室1厅1厨1卫,低楼层 ,127.43㎡,西南 北,精装,两梯十户,有,70年,马连道,870.0,68273,塔楼,16
307,三义东里,二至三环,1988,2室1厅1厨1卫,高楼层 ,59.59㎡,西北,精装,两梯九户,有,70年,马连道,518.0,86928,塔楼,16
308,枫桦豪景一期,二环内,2002,3室2厅1厨2卫,中楼层 ,186.39㎡,南 北,精装,一梯两户,有,70年,牛街,1720.0,92280,板塔结合,15
309,官园南里三区,二环内,1986,3室1厅1厨1卫,中楼层 ,77.5㎡,东 南 北,简装,两梯三户,有,70年,官园,1165.0,150323,板楼,11
310,朗琴园,二至三环,2006,1室1厅1厨1卫,低楼层 ,58.66㎡,西,简装,三梯九户,有,70年,广安门,560.0,95466,塔楼,29
311,丽水莲花,二至三环,2007,2室1厅1厨1卫,低楼层 ,89.73㎡,南 西,简装,三梯十二户,有,70年,广安门,815.0,90829,塔楼,28
312,三义东里,二至三环,1983,2室1厅1厨1卫,顶层 ,61.56㎡,南 北,精装,一梯三户,无,70年,马连道,520.0,84471,板楼,6
313,裕中西里,三至四环,1991,2室1厅1厨1卫,中楼层 ,73.1㎡,西北,精装,两梯八户,有,70年,马甸,950.0,129959,塔楼,24
314,朗琴园,二至三环,2002,4室1厅1厨2卫,高楼层 ,184.36㎡,西南,其他,两梯八户,有,70年,广安门,1850.0,100348,塔楼,29
